row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs,valid_key,table_difference,source_error_matches_dirty,source_right_matches_clean,source_error_value,source_right_value,annotation_orientation_fixed
888,Score,pattern_violation,x5%,85%,0,,,True,True,False,False,85%,x5%,True
889,EmergencyService,rule_violation,yex,yes,0,"Constraint Violation: The ZipCode of Row 879 is equal to the ZipCode of Row 889, and The EmergencyService of Row 879 is different from the EmergencyService of Row 889.","(879, 889)",True,True,False,False,yes,yex,True
893,MeasureName,rule_violation,pneumonia patients assessed and given influenza vaxxination,pneumonia patients assessed and given influenza vaccination,0,"Constraint Violation: The MeasureCode of Row 260 is equal to the MeasureCode of Row 893, and The MeasureName of Row 260 is different from the MeasureName of Row 893.","(260, 893)",True,True,False,False,pneumonia patients assessed and given influenza vaccination,pneumonia patients assessed and given influenza vaxxination,True
895,City,rule_violation,faxette,fayette,0,"Constraint Violation: The HospitalName of Row 895 is equal to the HospitalName of Row 896, and The City of Row 895 is different from the City of Row 896.","(895, 896)",True,True,False,False,fayette,faxette,True
895,CountyName,pattern_violation,fayexxe,fayette,0,,,True,True,False,False,fayette,fayexxe,True
902,HospitalType,pattern_violation,acutexcarexhospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acutexcarexhospitals,True
902,MeasureName,rule_violation,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,children who received reliever medication while hospitalized for asthma,0,"Constraint Violation: The MeasureCode of Row 766 is equal to the MeasureCode of Row 902, and The MeasureName of Row 766 is different from the MeasureName of Row 902.","(766, 902)",True,True,False,False,children who received reliever medication while hospitalized for asthma,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,True
903,HospitalName,rule_violation,rivxrvixw rxgional mxdical cxntxr,riverview regional medical center,0,"Constraint Violation: The ProviderNumber of Row 903 is equal to the ProviderNumber of Row 918, and The HospitalName of Row 903 is different from the HospitalName of Row 918.","(903, 918)",True,True,False,False,riverview regional medical center,rivxrvixw rxgional mxdical cxntxr,True
905,Sample,pattern_violation,126 patxents,126 patients,0,,,True,True,False,False,126 patients,126 patxents,True
915,Address1,rule_violation,600 souxh xhird sxreex,600 south third street,0,"Constraint Violation: The HospitalName of Row 915 is equal to the HospitalName of Row 923, and The Address1 of Row 915 is different from the Address1 of Row 923.","(915, 923)",True,True,False,False,600 south third street,600 souxh xhird sxreex,True
915,MeasureName,rule_violation,hearx failure paxienxs given smoking cessaxion advice/counseling,heart failure patients given smoking cessation advice/counseling,0,"Constraint Violation: The MeasureCode of Row 229 is equal to the MeasureCode of Row 915, and The MeasureName of Row 229 is different from the MeasureName of Row 915.","(229, 915)",True,True,False,False,heart failure patients given smoking cessation advice/counseling,hearx failure paxienxs given smoking cessaxion advice/counseling,True
916,PhoneNumber,rule_violation,x565435x00,2565435200,0,"Constraint Violation: The HospitalName of Row 913 is equal to the HospitalName of Row 916, and The PhoneNumber of Row 913 is different from the PhoneNumber of Row 916.","(913, 916)",True,True,False,False,2565435200,x565435x00,True
917,CountyName,rule_violation,etowxh,etowah,0,"Constraint Violation: The City of Row 816 is equal to the City of Row 917, and The CountyName of Row 816 is different from the CountyName of Row 917.","(816, 917)",True,True,False,False,etowah,etowxh,True
919,EmergencyService,rule_violation,yex,yes,0,"Constraint Violation: The ZipCode of Row 919 is equal to the ZipCode of Row 925, and The EmergencyService of Row 919 is different from the EmergencyService of Row 925.","(919, 925)",True,True,False,False,yes,yex,True
920,Stateavg,rule_violation,alxpn-6,al_pn-6,0,"Constraint Violation: The MeasureCode of Row 920 is equal to the MeasureCode of Row 970, and The Stateavg of Row 920 is different from the Stateavg of Row 970.","(920, 970)",True,True,False,False,al_pn-6,alxpn-6,True
921,HospitalName,rule_violation,xivexview xegional medical centex,riverview regional medical center,0,"Constraint Violation: The ProviderNumber of Row 909 is equal to the ProviderNumber of Row 921, and The HospitalName of Row 909 is different from the HospitalName of Row 921.","(909, 921)",True,True,False,False,riverview regional medical center,xivexview xegional medical centex,True
921,EmergencyService,rule_violation,yxs,yes,0,"Constraint Violation: The ZipCode of Row 909 is equal to the ZipCode of Row 921, and The EmergencyService of Row 909 is different from the EmergencyService of Row 921.","(909, 921)",True,True,False,False,yes,yxs,True
922,HospitalName,rule_violation,riverview rexional medical center,riverview regional medical center,0,"Constraint Violation: The ProviderNumber of Row 922 is equal to the ProviderNumber of Row 924, and The HospitalName of Row 922 is different from the HospitalName of Row 924.","(922, 924)",True,True,False,False,riverview regional medical center,riverview rexional medical center,True
922,State,pattern_violation,ax,al,0,,,True,True,False,False,al,ax,True
923,ZipCode,rule_violation,3590x,35901,0,"Constraint Violation: The HospitalName of Row 916 is equal to the HospitalName of Row 923, and The ZipCode of Row 916 is different from the ZipCode of Row 923.","(916, 923)",True,True,False,False,35901,3590x,True
926,HospitalType,pattern_violation,acuxe care hospixals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acuxe care hospixals,True
930,MeasureCode,rule_violation,amix1,ami-1,0,"Constraint Violation: The MeasureName of Row 466 is equal to the MeasureName of Row 930, and The MeasureCode of Row 466 is different from the MeasureCode of Row 930.","(466, 930)",True,True,False,False,ami-1,amix1,True
933,ProviderNumber,rule_violation,1xx47,10047,0,"Constraint Violation: The HospitalName of Row 933 is equal to the HospitalName of Row 951, and The ProviderNumber of Row 933 is different from the ProviderNumber of Row 951.","(933, 951)",True,True,False,False,10047,1xx47,True
934,Address1,rule_violation,515 miranda sx,515 miranda st,0,"Constraint Violation: The HospitalName of Row 934 is equal to the HospitalName of Row 954, and The Address1 of Row 934 is different from the Address1 of Row 954.","(934, 954)",True,True,False,False,515 miranda st,515 miranda sx,True
935,Address1,rule_violation,515 miranxa st,515 miranda st,0,"Constraint Violation: The HospitalName of Row 935 is equal to the HospitalName of Row 944, and The Address1 of Row 935 is different from the Address1 of Row 944.","(935, 944)",True,True,False,False,515 miranda st,515 miranxa st,True
938,HospitalName,rule_violation,georgiaxa hospital,georgiana hospital,0,"Constraint Violation: The ProviderNumber of Row 938 is equal to the ProviderNumber of Row 943, and The HospitalName of Row 938 is different from the HospitalName of Row 943.","(938, 943)",True,True,False,False,georgiana hospital,georgiaxa hospital,True
943,CountyName,rule_violation,butxer,butler,0,"Constraint Violation: The City of Row 942 is equal to the City of Row 943, and The CountyName of Row 942 is different from the CountyName of Row 943.","(942, 943)",True,True,False,False,butler,butxer,True
945,Address1,rule_violation,515 mirxndx st,515 miranda st,0,"Constraint Violation: The HospitalName of Row 945 is equal to the HospitalName of Row 948, and The Address1 of Row 945 is different from the Address1 of Row 948.","(945, 948)",True,True,False,False,515 miranda st,515 mirxndx st,True
949,City,rule_violation,geoxgiana,georgiana,0,"Constraint Violation: The HospitalName of Row 949 is equal to the HospitalName of Row 952, and The City of Row 949 is different from the City of Row 952.","(949, 952)",True,True,False,False,georgiana,geoxgiana,True
949,HospitalType,pattern_violation,acute care hosxitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acute care hosxitals,True
955,ProviderNumber,rule_violation,1004x,10049,0,"Constraint Violation: The HospitalName of Row 955 is equal to the HospitalName of Row 970, and The ProviderNumber of Row 955 is different from the ProviderNumber of Row 970.","(955, 970)",True,True,False,False,10049,1004x,True
955,Condition,rule_violation,hexrt attxck,heart attack,0,"Constraint Violation: The MeasureCode of Row 379 is equal to the MeasureCode of Row 955, and The Condition of Row 379 is different from the Condition of Row 955.","(379, 955)",True,True,False,False,heart attack,hexrt attxck,True
956,HospitalName,rule_violation,medixal xenter enterprise,medical center enterprise,0,"Constraint Violation: The ProviderNumber of Row 956 is equal to the ProviderNumber of Row 976, and The HospitalName of Row 956 is different from the HospitalName of Row 976.","(956, 976)",True,True,False,False,medical center enterprise,medixal xenter enterprise,True
956,Address1,pattern_violation,400xnxedwardsxstreet,400 n edwards street,0,,,True,True,False,False,400 n edwards street,400xnxedwardsxstreet,True
956,HospitalType,pattern_violation,acute xare hospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acute xare hospitals,True
960,City,rule_violation,enterprxse,enterprise,0,"Constraint Violation: The HospitalName of Row 960 is equal to the HospitalName of Row 967, and The City of Row 960 is different from the City of Row 967.","(960, 967)",True,True,False,False,enterprise,enterprxse,True
962,HospitalName,rule_violation,medxcal center enterprxse,medical center enterprise,0,"Constraint Violation: The ProviderNumber of Row 962 is equal to the ProviderNumber of Row 977, and The HospitalName of Row 962 is different from the HospitalName of Row 977.","(962, 977)",True,True,False,False,medical center enterprise,medxcal center enterprxse,True
964,HospitalType,pattern_violation,acutexcarexhospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acutexcarexhospitals,True
966,CountyName,rule_violation,cxffee,coffee,0,"Constraint Violation: The City of Row 959 is equal to the City of Row 966, and The CountyName of Row 959 is different from the CountyName of Row 966.","(959, 966)",True,True,False,False,coffee,cxffee,True
968,City,rule_violation,xntxrprisx,enterprise,0,"Constraint Violation: The HospitalName of Row 968 is equal to the HospitalName of Row 978, and The City of Row 968 is different from the City of Row 978.","(968, 978)",True,True,False,False,enterprise,xntxrprisx,True
972,Sample,pattern_violation,27 paxienxs,27 patients,0,,,True,True,False,False,27 patients,27 paxienxs,True
974,Condition,rule_violation,surgical xnfection prevention,surgical infection prevention,0,"Constraint Violation: The MeasureCode of Row 63 is equal to the MeasureCode of Row 974, and The Condition of Row 63 is different from the Condition of Row 974.","(63, 974)",True,True,False,False,surgical infection prevention,surgical xnfection prevention,True
976,HospitalType,pattern_violation,acutexcarexhospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acutexcarexhospitals,True
985,City,rule_violation,onxonta,oneonta,0,"Constraint Violation: The HospitalName of Row 985 is equal to the HospitalName of Row 989, and The City of Row 985 is different from the City of Row 989.","(985, 989)",True,True,False,False,oneonta,onxonta,True
986,Address1,rule_violation,150 gilxreath drive,150 gilbreath drive,0,"Constraint Violation: The HospitalName of Row 986 is equal to the HospitalName of Row 989, and The Address1 of Row 986 is different from the Address1 of Row 989.","(986, 989)",True,True,False,False,150 gilbreath drive,150 gilxreath drive,True
987,HospitalName,rule_violation,st vincents bxount,st vincents blount,0,"Constraint Violation: The ProviderNumber of Row 987 is equal to the ProviderNumber of Row 993, and The HospitalName of Row 987 is different from the HospitalName of Row 993.","(987, 993)",True,True,False,False,st vincents blount,st vincents bxount,True
997,MeasureName,rule_violation,surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0,"Constraint Violation: The MeasureCode of Row 633 is equal to the MeasureCode of Row 997, and The MeasureName of Row 633 is different from the MeasureName of Row 997.","(633, 997)",True,True,False,False,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery,True
